,Questions,Answers,Labels
1358,Where in the Gita does Krishna describe people with demonic nature?,"There are two types of beings in this world: the divine and the demoniacal. The divine has been described at length; hear from Me, O Arjuna, about the demoniacal.",0
1359,What are the traits of people with demonic nature?,"The demoniacal do not know what to do and what to refrain from; they have neither purity, nor right conduct, nor truth.",0
1360,What are the beliefs of people with demonic nature?,"They say, ""This universe is without truth, without a moral basis, without a God, brought about by mutual union, with lust as its cause; what else?""",0
1361,Why are some people so cruel and destructive?,"Holding this view, these ruined souls of small intellect and fierce deeds come forth as enemies of the world, intent on its destruction.",0
1362,Why are some people so evil?,"Holding this view, these ruined souls of small intellect and fierce deeds come forth as enemies of the world, intent on its destruction.",0
1363,What is the result of insatiable desires?,"Filled with insatiable desires, full of hypocrisy, pride, and arrogance, holding evil ideas due to delusion, they work with impure intentions.",0
1364,What motivates people with a demonic nature to act?,"Giving themselves over to immeasurable cares that end only with death, regarding the gratification of lust as their highest aim, and feeling sure that that is all.",0
1365,Why are some people so unethical and immoral?,"Bound by a hundred ties of hope, given over to lust and anger, they strive to obtain hoards of wealth by unlawful means for sensual enjoyment.",0
1366,What is the attitude of a person with demonic nature?,"""I have gained this today; I will fulfill this desire of mine; this is mine, and this wealth will be mine in the future.""",0
1367,What is the attitude of a person with evil nature?,"""I have slain that enemy, and I shall slay others too. I am the Lord; I enjoy, I am perfect, powerful, and happy.""",0
1368,What is the attitude of arrogant people?,"""I am wealthy and born into a noble family. Who is my equal? I shall perform sacrifices, give charity, and rejoice,"" thus deluded by ignorance.",0
1369,Eventually what happens to people with a demonic nature?,"Bewildered by many fancies, entangled in the snare of delusion, addicted to the gratification of lust, they fall into a foul hell.",0
1370,Eventually what happens to people with a evil nature?,"Bewildered by many fancies, entangled in the snare of delusion, addicted to the gratification of lust, they fall into a foul hell.",0
1371,What is the result of sacrifices and rituals performed by people of demonic nature?,"Self-conceited, stubborn, filled with pride and intoxication of wealth, they perform sacrifices in name only for ostentation, contrary to scriptural ordinances.",0
1372,What is the result of sacrifices and rituals performed by people of evil nature?,"Self-conceited, stubborn, filled with pride and intoxication of wealth, they perform sacrifices in name only for ostentation, contrary to scriptural ordinances.",0
1373,How do egoistic people view God?,"Given over to egoism, power, haughtiness, lust, and anger, these malicious people hate Me in their own bodies and in the bodies of others.",0
1374,How do evil people view God?,"Given over to egoism, power, haughtiness, lust, and anger, these malicious people hate Me in their own bodies and in the bodies of others.",0
1375,How do demonic people view God?,"Given over to egoism, power, haughtiness, lust, and anger, these malicious people hate Me in their own bodies and in the bodies of others.",0
1376,Eventually what happens to people with a hateful nature?,"Those cruel haters, the worst among men in the world, I hurl those evil-doers into the wombs of demons only.",0
1377,Eventually what happens to people with a cruel nature?,"Those cruel haters, the worst among men in the world, I hurl those evil-doers into the wombs of demons only.",0
1378,Is there any possibility of salvation for people with a demonic nature?,"Entering into demoniacal wombs and deluded, birth after birth, they do not attain Me, thus falling, O Arjuna, into a condition still lower than that.",0
1379,Is there any possibility of salvation for people with an evil nature?,"Entering into demoniacal wombs and deluded, birth after birth, they do not attain Me, thus falling, O Arjuna, into a condition still lower than that.",0
1380,?,"Entering into demoniacal wombs and deluded, birth after birth, they do not attain Me, thus falling, O Arjuna, into a condition still lower than that.",0
1381,What are the gateways to hell?,"There are three gates to this hell, destructive of the self: lust, anger, and greed; therefore, one should abandon these three.",0
1382,Is there a concept of hell and heaven in hinduism?,"There are three gates to this hell, destructive of the self: lust, anger, and greed; therefore, one should abandon these three.",0
1383,Which people go to hell?,"There are three gates to this hell, destructive of the self: lust, anger, and greed; therefore, one should abandon these three.",0
1384,What kind of people work for their inner development?,"A person who is liberated from these three gates of darkness, O Arjuna, practices what is beneficial for them and thus goes to the Supreme Goal.",0
1385,What kind of people become spiritual?,"A person who is liberated from these three gates of darkness, O Arjuna, practices what is beneficial for them and thus goes to the Supreme Goal.",0
1386,Can everyone become spiritual?,"A person who is liberated from these three gates of darkness, O Arjuna, practices what is beneficial for them and thus goes to the Supreme Goal.",0
1387,What happens to those who do not follow the scriptures? ,"He who, having cast aside the ordinances of the scriptures, acts under the impulse of desire, does not attain perfection, nor happiness, nor the Supreme Goal.",0
1388,Are scriptures relevant for modern times?,"Therefore, let the scripture be thy authority in determining what ought to be done and what ought not to be done. Having known what is said in the ordinance of the scriptures, thou shouldst act in this world.",0
1389,What did Arjuna want to know about people who do not follow the scriptures?,"Arjuna said, ""What is the condition of those who, disregarding the injunctions of the scriptures, perform sacrifice with faith—is it Sattva, Rajas, or Tamas, O Krishna?""",0
1390,What are the three types of faith that people have?,"The Blessed Lord said, ""There are threefold faiths inherent in the nature of the embodied: the sattvic (pure), the rajasic (passionate), and the tamasic (dark). Hear of them.""",0
1391,Why do different people have faith in different things?,"The faith of each is in accordance with their nature, O Arjuna. People consist of their faith; as a person's faith is, so are they.",0
1392,What leads to the differences in faith we see among human beings?,"The faith of each is in accordance with their nature, O Arjuna. People consist of their faith; as a person's faith is, so are they.",0
1393,What do the rajasic people worship?,"The sattvic, or pure, men worship the gods; the rajasic, or passionate, worship the yakshas and rakshasas; the others, the tamasic or deluded people, worship ghosts and hosts of nature-spirits.",0
1394,What do the tamasic people worship?,"The sattvic, or pure, men worship the gods; the rajasic, or passionate, worship the yakshas and rakshasas; the others, the tamasic or deluded people, worship ghosts and hosts of nature-spirits.",0
